date,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,cnt
2011-06-30,fall,2011,6,0,Jumat,Kerja,Clear,24.743349000000002,26.042528000000004,0.434167,0.185312,1027,4488,5515
2011-07-01,fall,2011,7,0,Sabtu,Kerja,Clear,25.957500000000003,27.042692000000002,0.39625,0.102608,1246,4116,5362
2011-07-02,fall,2011,7,0,Minggu,Libur,Clear,26.701651,28.042327999999998,0.444583,0.115062,2204,2915,5119
2011-07-03,fall,2011,7,0,Senin,Libur,Mist + Cloudy,25.683349,28.125950000000003,0.6825,0.228858,2282,2367,4649
2011-07-04,fall,2011,7,1,Selasa,Libur,Mist + Cloudy,26.153349,27.917522000000005,0.637917,0.0814792,3065,2978,6043
2011-07-05,fall,2011,7,0,Rabu,Kerja,Clear,27.093348999999996,29.958308000000002,0.590417,0.126258,1031,3634,4665
2011-07-06,fall,2011,7,0,Kamis,Kerja,Clear,25.839999999999996,29.251778,0.743333,0.149883,784,3845,4629
2011-07-07,fall,2011,7,0,Jumat,Kerja,Clear,27.25,29.333486,0.65125,0.1592,754,3838,4592
2011-07-08,fall,2011,7,0,Sabtu,Kerja,Mist + Cloudy,25.330849,28.251878000000005,0.757917,0.225129,692,3348,4040
2011-07-09,fall,2011,7,0,Minggu,Libur,Clear,26.466651,27.834428000000003,0.609167,0.167912,1988,3348,5336
2011-07-10,fall,2011,7,0,Senin,Libur,Clear,27.1325,29.541649999999997,0.578333,0.183471,1743,3138,4881
2011-07-11,fall,2011,7,0,Selasa,Kerja,Clear,27.8375,32.167064,0.635833,0.282337,723,3363,4086
2011-07-12,fall,2011,7,0,Rabu,Kerja,Clear,29.325848999999998,32.79215,0.559167,0.200254,662,3596,4258
2011-07-13,fall,2011,7,0,Kamis,Kerja,Clear,27.093348999999996,29.500664,0.631667,0.146133,748,3594,4342
2011-07-14,fall,2011,7,0,Jumat,Kerja,Clear,23.999151,25.916863999999997,0.47625,0.240667,888,4196,5084
2011-07-15,fall,2011,7,0,Sabtu,Kerja,Clear,23.176650999999996,25.208486,0.59125,0.182833,1318,4220,5538
2011-07-16,fall,2011,7,0,Minggu,Libur,Clear,24.273349000000003,26.125358,0.585,0.208342,2418,3505,5923
2011-07-17,fall,2011,7,0,Senin,Libur,Clear,25.800849,28.208978000000002,0.604167,0.245033,2006,3296,5302
2011-07-18,fall,2011,7,0,Selasa,Kerja,Clear,27.093348999999996,30.459050000000005,0.65125,0.215804,841,3617,4458
2011-07-19,fall,2011,7,0,Rabu,Kerja,Clear,28.503349,33.333614,0.650417,0.1306,752,3789,4541
2011-07-20,fall,2011,7,0,Kamis,Kerja,Clear,28.111651000000002,33.2921,0.707083,0.113817,644,3688,4332
2011-07-21,fall,2011,7,0,Jumat,Kerja,Mist + Cloudy,30.305,38.540486,0.69125,0.222021,632,3152,3784
2011-07-22,fall,2011,7,0,Sabtu,Kerja,Clear,31.871651,39.499136,0.580417,0.1331,562,2825,3387
2011-07-23,fall,2011,7,0,Minggu,Libur,Clear,31.910849,37.082941999999996,0.5,0.131221,987,2298,3285
2011-07-24,fall,2011,7,0,Senin,Libur,Clear,31.009999999999998,36.458714,0.550833,0.169171,1050,2556,3606
2011-07-25,fall,2011,7,0,Selasa,Kerja,Clear,26.936650999999998,31.583228,0.757083,0.0908083,568,3272,3840
2011-07-26,fall,2011,7,0,Rabu,Kerja,Clear,28.268349,30.000614,0.540833,0.200258,750,3840,4590
2011-07-27,fall,2011,7,0,Kamis,Kerja,Clear,28.425000000000004,29.584022000000004,0.402917,0.183463,755,3901,4656
2011-07-28,fall,2011,7,0,Jumat,Kerja,Clear,28.620849,32.8334,0.583333,0.178479,606,3784,4390
2011-07-29,fall,2011,7,0,Sabtu,Kerja,Clear,31.401651,35.873822,0.5425,0.174138,670,3176,3846
2011-07-30,fall,2011,7,0,Minggu,Libur,Clear,29.795848999999997,32.083442,0.465833,0.168537,1559,2916,4475
2011-07-31,fall,2011,7,0,Senin,Libur,Clear,29.874150999999998,32.166536,0.480833,0.164813,1524,2778,4302
2011-08-01,fall,2011,8,0,Selasa,Kerja,Clear,28.268349,30.417272000000004,0.550833,0.156717,729,3537,4266
2011-08-02,fall,2011,8,0,Rabu,Kerja,Clear,28.816651,30.666686,0.49125,0.20585,801,4044,4845
2011-08-03,fall,2011,8,0,Kamis,Kerja,Mist + Cloudy,26.388348999999998,28.875842,0.6575,0.135583,467,3107,3574
2011-08-04,fall,2011,8,0,Jumat,Kerja,Mist + Cloudy,25.369999999999997,27.876008000000006,0.7575,0.19715,799,3777,4576
2011-08-05,fall,2011,8,0,Sabtu,Kerja,Clear,25.409151,27.333422,0.630833,0.184696,1023,3843,4866
2011-08-06,fall,2011,8,0,Minggu,Libur,Mist + Cloudy,25.683349,28.626164000000003,0.755,0.22825,1521,2773,4294
2011-08-07,fall,2011,8,0,Senin,Libur,Clear,26.8975,31.209272000000006,0.752917,0.201487,1298,2487,3785
2011-08-08,fall,2011,8,0,Selasa,Kerja,Clear,27.955,30.416677999999997,0.592083,0.192175,846,3480,4326
2011-08-09,fall,2011,8,0,Rabu,Kerja,Clear,28.425000000000004,31.791986,0.570417,0.151121,907,3695,4602
2011-08-10,fall,2011,8,0,Kamis,Kerja,Clear,28.033349,29.208878,0.424167,0.200258,884,3896,4780
2011-08-11,fall,2011,8,0,Jumat,Kerja,Clear,25.722500000000004,27.000386,0.42375,0.164796,812,3980,4792
2011-08-12,fall,2011,8,0,Sabtu,Kerja,Clear,25.291651,27.166772,0.415,0.125621,1051,3854,4905
2011-08-13,fall,2011,8,0,Minggu,Libur,Mist + Cloudy,24.234151000000004,26.626628000000004,0.729583,0.211454,1504,2646,4150
2011-08-14,fall,2011,8,0,Senin,Libur,Mist + Cloudy,23.803349,25.209608000000003,0.8175,0.222633,1338,2482,3820
2011-08-15,fall,2011,8,0,Selasa,Kerja,Clear,23.294151,24.667022000000003,0.712083,0.208954,775,3563,4338
2011-08-16,fall,2011,8,0,Rabu,Kerja,Clear,24.939151000000003,26.625242,0.578333,0.236329,721,4004,4725
2011-08-17,fall,2011,8,0,Kamis,Kerja,Clear,25.996651,28.000286000000003,0.575417,0.143667,668,4026,4694
2011-08-18,fall,2011,8,0,Jumat,Kerja,Clear,25.448349,27.709028000000004,0.654583,0.233208,639,3166,3805
2011-08-19,fall,2011,8,0,Sabtu,Kerja,Mist + Cloudy,24.195,25.792586,0.722917,0.139308,797,3356,4153
2011-08-20,fall,2011,8,0,Minggu,Libur,Clear,24.7825,26.833736000000002,0.674167,0.104467,1914,3277,5191
2011-08-21,fall,2011,8,0,Senin,Libur,Clear,25.409151,28.584650000000003,0.77,0.248754,1249,2624,3873
2011-08-22,fall,2011,8,0,Selasa,Kerja,Clear,24.508349000000003,26.124764,0.47,0.27675,833,3925,4758
2011-08-23,fall,2011,8,0,Rabu,Kerja,Clear,22.119151,24.000422,0.455417,0.146763,1281,4614,5895
2011-08-24,fall,2011,8,0,Kamis,Kerja,Clear,23.646651,25.625672,0.605,0.253108,949,4181,5130
2011-08-25,fall,2011,8,0,Jumat,Kerja,Mist + Cloudy,24.155848999999996,26.626364000000002,0.771667,0.210833,435,3107,3542
2011-08-26,fall,2011,8,0,Sabtu,Kerja,Clear,24.9,27.542378,0.76125,0.0839625,768,3893,4661
2011-08-27,fall,2011,8,0,Minggu,Libur,Mist + Cloudy,23.96,25.946696000000003,0.85,0.375617,226,889,1115
2011-08-28,fall,2011,8,0,Senin,Libur,Clear,25.231772999999997,26.765293999999997,0.561765,0.304659,1415,2919,4334
2011-08-29,fall,2011,8,0,Selasa,Kerja,Clear,21.923348999999998,24.125228,0.554583,0.159825,729,3905,4634
2011-08-30,fall,2011,8,0,Rabu,Kerja,Clear,22.040849,23.250464,0.548333,0.125008,775,4429,5204
2011-08-31,fall,2011,8,0,Kamis,Kerja,Clear,22.863349,24.333986000000003,0.597917,0.0833333,688,4370,5058
2011-09-01,fall,2011,9,0,Jumat,Kerja,Clear,22.785,24.584786,0.639167,0.141796,783,4332,5115
2011-09-02,fall,2011,9,0,Sabtu,Kerja,Mist + Cloudy,22.236651000000002,23.917327999999998,0.727083,0.139929,875,3852,4727
2011-09-03,fall,2011,9,0,Minggu,Libur,Clear,23.450848999999998,25.792058000000004,0.716667,0.185325,1935,2549,4484
2011-09-04,fall,2011,9,0,Senin,Libur,Clear,25.330849,27.918314000000002,0.742083,0.206467,2521,2419,4940
2011-09-05,fall,2011,9,1,Selasa,Libur,Mist + Cloudy,23.646651,25.292636,0.790417,0.212696,1236,2115,3351
2011-09-06,fall,2011,9,0,Rabu,Kerja,Light Snow / Light Rain,17.380000000000003,18.0032,0.886957,0.343943,204,2506,2710
2011-09-07,fall,2011,9,0,Kamis,Kerja,Light Snow / Light Rain,20.160849,19.919114,0.917083,0.0970208,118,1878,1996
2011-09-08,fall,2011,9,0,Jumat,Kerja,Light Snow / Light Rain,21.793910999999998,20.653826000000002,0.939565,0.192748,153,1689,1842
2011-09-09,fall,2011,9,0,Sabtu,Kerja,Mist + Cloudy,22.55,22.210435999999994,0.897917,0.124379,417,3127,3544
2011-09-10,fall,2011,9,0,Minggu,Libur,Clear,23.020000000000003,24.125492,0.75375,0.153608,1750,3595,5345
2011-09-11,fall,2011,9,0,Senin,Libur,Clear,22.706651,24.209114,0.71375,0.115054,1633,3413,5046
2011-09-12,fall,2011,9,0,Selasa,Kerja,Clear,22.284356000000002,23.74058,0.692174,0.088913,690,4023,4713
2011-09-13,fall,2011,9,0,Rabu,Kerja,Clear,22.589151,23.834564,0.7125,0.141804,701,4062,4763
2011-09-14,fall,2011,9,0,Kamis,Kerja,Clear,23.646651,25.3754,0.697083,0.1673,647,4138,4785
2011-09-15,fall,2011,9,0,Jumat,Kerja,Mist + Cloudy,19.142500000000002,20.542286000000004,0.709167,0.271146,428,3231,3659
2011-09-16,fall,2011,9,0,Sabtu,Kerja,Mist + Cloudy,14.050849,14.457350000000002,0.590417,0.164183,742,4018,4760
2011-09-17,fall,2011,9,0,Minggu,Libur,Mist + Cloudy,15.108349,15.581792,0.718333,0.189675,1434,3077,4511
2011-09-18,fall,2011,9,0,Senin,Libur,Clear,15.8525,16.375442,0.695,0.178483,1353,2921,4274
2011-09-19,fall,2011,9,0,Selasa,Kerja,Mist + Cloudy,17.810848999999997,18.958550000000002,0.69,0.151742,691,3848,4539
2011-09-20,fall,2011,9,0,Rabu,Kerja,Mist + Cloudy,18.398349,19.126322000000002,0.88125,0.134954,438,3203,3641
2011-09-21,fall,2011,9,0,Kamis,Kerja,Mist + Cloudy,19.965,20.335178000000006,0.9,0.0964042,539,3813,4352
2011-09-22,fall,2011,9,0,Jumat,Kerja,Mist + Cloudy,21.531651,20.627558,0.902083,0.128125,555,4240,4795
2011-09-23,winter,2011,9,0,Sabtu,Kerja,Mist + Cloudy,20.630849,18.460249999999995,0.9725,0.0783667,258,2137,2395
2011-09-24,winter,2011,9,0,Minggu,Libur,Mist + Cloudy,20.513348999999998,21.251192000000003,0.8625,0.0783833,1776,3647,5423
2011-09-25,winter,2011,9,0,Senin,Libur,Mist + Cloudy,21.805849000000002,21.794041999999997,0.845,0.0503792,1544,3466,5010
2011-09-26,winter,2011,9,0,Selasa,Kerja,Mist + Cloudy,22.510849000000004,22.876771999999995,0.848333,0.1107,684,3946,4630
2011-09-27,winter,2011,9,0,Rabu,Kerja,Mist + Cloudy,21.923348999999998,21.91865,0.885417,0.118171,477,3643,4120
2011-09-28,winter,2011,9,0,Kamis,Kerja,Mist + Cloudy,21.845,21.960427999999993,0.84875,0.148629,480,3427,3907
2011-09-29,winter,2011,9,0,Jumat,Kerja,Clear,20.983348999999997,21.917792,0.699167,0.172883,653,4186,4839
2011-09-30,winter,2011,9,0,Sabtu,Kerja,Clear,18.515849,19.958714,0.6475,0.206475,830,4372,5202
2011-10-01,winter,2011,10,0,Minggu,Libur,Mist + Cloudy,11.27,11.248957999999998,0.75375,0.292296,480,1949,2429
2011-10-02,winter,2011,10,0,Senin,Libur,Mist + Cloudy,8.763349000000002,6.790921999999998,0.791667,0.222013,616,2302,2918
2011-10-03,winter,2011,10,0,Selasa,Kerja,Mist + Cloudy,10.055848999999998,9.875036000000001,0.760833,0.0833458,330,3240,3570
2011-10-04,winter,2011,10,0,Rabu,Kerja,Clear,14.755849000000001,15.208628000000001,0.71,0.205854,486,3970,4456
2011-10-05,winter,2011,10,0,Kamis,Kerja,Clear,17.301650999999996,18.791108,0.647917,0.17725,559,4267,4826
2011-10-06,winter,2011,10,0,Jumat,Kerja,Clear,15.225849,15.70805,0.620833,0.134954,639,4126,4765
2011-10-07,winter,2011,10,0,Sabtu,Kerja,Clear,16.009151,17.290664,0.684167,0.0223917,949,4036,4985
2011-10-08,winter,2011,10,0,Minggu,Libur,Clear,16.518349,17.873971999999995,0.70125,0.0454042,2235,3174,5409
2011-10-09,winter,2011,10,0,Senin,Libur,Clear,17.419151,18.582878,0.7275,0.06345,2397,3114,5511
2011-10-10,winter,2011,10,1,Selasa,Libur,Clear,18.829151000000003,19.83305,0.73375,0.0423042,1514,3603,5117
2011-10-11,winter,2011,10,0,Rabu,Kerja,Mist + Cloudy,18.633349000000003,20.042336,0.80875,0.143042,667,3896,4563
2011-10-12,winter,2011,10,0,Kamis,Kerja,Light Snow / Light Rain,17.536651,18.169322,0.90625,0.24815,217,2199,2416
2011-10-13,winter,2011,10,0,Jumat,Kerja,Mist + Cloudy,19.690849,20.419064,0.896667,0.141787,290,2623,2913
2011-10-14,winter,2011,10,0,Sabtu,Kerja,Mist + Cloudy,17.889151000000002,18.958550000000002,0.71625,0.223883,529,3115,3644
2011-10-15,winter,2011,10,0,Minggu,Libur,Clear,15.813348999999999,16.91585,0.483333,0.258083,1899,3318,5217
2011-10-16,winter,2011,10,0,Senin,Libur,Clear,16.048348999999998,17.208163999999996,0.486667,0.281717,1748,3293,5041
2011-10-17,winter,2011,10,0,Selasa,Kerja,Clear,17.105849,17.70785,0.579583,0.175379,713,3857,4570
2011-10-18,winter,2011,10,0,Rabu,Kerja,Mist + Cloudy,17.0275,18.499586,0.701667,0.110087,637,4111,4748
2011-10-19,winter,2011,10,0,Kamis,Kerja,Light Snow / Light Rain,17.461733,17.913967999999997,0.895217,0.243339,254,2170,2424
2011-10-20,winter,2011,10,0,Jumat,Kerja,Clear,14.364151,14.790650000000003,0.63625,0.422275,471,3724,4195
2011-10-21,winter,2011,10,0,Sabtu,Kerja,Clear,12.092500000000001,11.957335999999998,0.574167,0.221396,676,3628,4304
2011-10-22,winter,2011,10,0,Minggu,Libur,Clear,11.857499999999998,12.082472,0.629167,0.0926667,1499,2809,4308
2011-10-23,winter,2011,10,0,Senin,Libur,Clear,11.818349000000001,11.873978000000001,0.74125,0.0995125,1619,2762,4381
2011-10-24,winter,2011,10,0,Selasa,Kerja,Clear,13.776651000000001,14.166422,0.772083,0.118792,699,3488,4187
2011-10-25,winter,2011,10,0,Rabu,Kerja,Clear,14.168349,14.582749999999997,0.622917,0.166658,695,3992,4687
2011-10-26,winter,2011,10,0,Kamis,Kerja,Mist + Cloudy,14.755849000000001,15.207836,0.720417,0.148642,404,3490,3894
2011-10-27,winter,2011,10,0,Jumat,Kerja,Mist + Cloudy,14.09,14.165036,0.812917,0.197763,240,2419,2659
2011-10-28,winter,2011,10,0,Sabtu,Kerja,Mist + Cloudy,7.549151,5.041591999999998,0.585833,0.229479,456,3291,3747
2011-10-29,winter,2011,10,0,Minggu,Libur,Light Snow / Light Rain,3.945848999999999,-0.9577419999999996,0.8825,0.351371,57,570,627
2011-10-30,winter,2011,10,0,Senin,Libur,Clear,7.000848999999999,5.207713999999999,0.62375,0.176617,885,2446,3331
2011-10-31,winter,2011,10,0,Selasa,Kerja,Clear,7.98,7.5001580000000025,0.703333,0.10635,362,3307,3669
2011-11-01,winter,2011,11,0,Rabu,Kerja,Clear,10.839151000000001,10.207808,0.68375,0.135571,410,3658,4068
2011-11-02,winter,2011,11,0,Kamis,Kerja,Clear,9.7425,9.748778000000001,0.71875,0.0820917,370,3816,4186
2011-11-03,winter,2011,11,0,Jumat,Kerja,Clear,11.191651,10.790785999999997,0.702083,0.136817,318,3656,3974
2011-11-04,winter,2011,11,0,Sabtu,Kerja,Mist + Cloudy,10.956651,10.623871999999999,0.6225,0.271779,470,3576,4046
2011-11-05,winter,2011,11,0,Minggu,Libur,Clear,7.353349,5.374364,0.519167,0.189062,1156,2770,3926
2011-11-06,winter,2011,11,0,Senin,Libur,Clear,8.371651,7.915628000000002,0.734583,0.0920542,952,2697,3649
2011-11-07,winter,2011,11,0,Selasa,Kerja,Clear,10.565000000000001,10.457486,0.75875,0.057225,373,3662,4035
2011-11-08,winter,2011,11,0,Rabu,Kerja,Clear,11.191651,11.208236,0.721667,0.0690375,376,3829,4205
2011-11-09,winter,2011,11,0,Kamis,Kerja,Clear,10.8,10.999214000000002,0.758333,0.0621958,305,3804,4109
2011-11-10,winter,2011,11,0,Jumat,Kerja,Mist + Cloudy,9.86,8.665586000000001,0.813333,0.189067,190,2743,2933
2011-11-11,winter,2011,11,1,Sabtu,Libur,Clear,7.235849,4.2499220000000015,0.44625,0.314675,440,2928,3368
2011-11-12,winter,2011,11,0,Minggu,Libur,Clear,8.763349000000002,7.624171999999998,0.552917,0.212062,1275,2792,4067
2011-11-13,winter,2011,11,0,Senin,Libur,Clear,12.719151,12.4163,0.458333,0.281721,1004,2713,3717
2011-11-14,winter,2011,11,0,Selasa,Kerja,Clear,16.91,18.624392,0.587083,0.306596,595,3891,4486
2011-11-15,winter,2011,11,0,Rabu,Kerja,Mist + Cloudy,16.91,17.500214,0.68875,0.199633,449,3746,4195
2011-11-16,winter,2011,11,0,Kamis,Kerja,Light Snow / Light Rain,13.463349000000001,13.831208,0.93,0.136829,145,1672,1817
2011-11-17,winter,2011,11,0,Jumat,Kerja,Mist + Cloudy,8.058349,5.332585999999999,0.575833,0.305362,139,2914,3053
2011-11-18,winter,2011,11,0,Sabtu,Kerja,Clear,4.885849,1.9995860000000008,0.41,0.168533,245,3147,3392
2011-11-19,winter,2011,11,0,Minggu,Libur,Clear,7.470848999999999,5.415878000000003,0.502083,0.224496,943,2720,3663
2011-11-20,winter,2011,11,0,Senin,Libur,Mist + Cloudy,13.776651000000001,14.165828000000001,0.684583,0.18595,787,2733,3520
2011-11-21,winter,2011,11,0,Selasa,Kerja,Light Snow / Light Rain,13.032499999999999,13.374092000000001,0.91,0.138054,220,2545,2765
2011-11-22,winter,2011,11,0,Rabu,Kerja,Light Snow / Light Rain,11.583349000000002,11.831936000000002,0.9625,0.118792,69,1538,1607
2011-11-23,winter,2011,11,0,Kamis,Kerja,Mist + Cloudy,12.719151,12.415441999999999,0.757917,0.335825,112,2454,2566
2011-11-24,winter,2011,11,1,Jumat,Libur,Clear,9.546651,8.583086000000002,0.549167,0.167304,560,935,1495
2011-11-25,winter,2011,11,0,Sabtu,Kerja,Clear,9.625,9.124285999999998,0.64375,0.0988958,1095,1697,2792
2011-11-26,winter,2011,11,0,Minggu,Libur,Clear,9.664151,9.415742000000002,0.681667,0.0684208,1249,1819,3068
2011-11-27,winter,2011,11,0,Senin,Libur,Clear,13.580849,14.082799999999999,0.698333,0.208954,810,2261,3071
2011-11-28,winter,2011,11,0,Selasa,Kerja,Clear,15.663466,16.348052000000003,0.743043,0.142122,253,3614,3867
2011-11-29,winter,2011,11,0,Rabu,Kerja,Mist + Cloudy,13.541650999999998,13.790750000000003,0.830833,0.258092,96,2818,2914
2011-11-30,winter,2011,11,0,Kamis,Kerja,Clear,7.275,4.540586000000001,0.613333,0.271158,188,3425,3613
2011-12-01,winter,2011,12,0,Jumat,Kerja,Clear,6.6875,4.166564000000001,0.524583,0.220158,182,3545,3727
2011-12-02,winter,2011,12,0,Sabtu,Kerja,Clear,6.765848999999999,5.874578,0.625833,0.100754,268,3672,3940
2011-12-03,winter,2011,12,0,Minggu,Libur,Clear,6.060849000000001,4.499863999999999,0.612917,0.0957833,706,2908,3614
2011-12-04,winter,2011,12,0,Senin,Libur,Clear,7.549151,7.040600000000001,0.775833,0.0839583,634,2851,3485
2011-12-05,winter,2011,12,0,Selasa,Kerja,Mist + Cloudy,10.134151,9.99905,0.827083,0.0622083,233,3578,3811
2011-12-06,winter,2011,12,0,Rabu,Kerja,Light Snow / Light Rain,13.7375,14.122399999999999,0.949583,0.232583,126,2468,2594
2011-12-07,winter,2011,12,0,Kamis,Kerja,Light Snow / Light Rain,11.27,10.416235999999998,0.970417,0.266175,50,655,705
2011-12-08,winter,2011,12,0,Jumat,Kerja,Clear,4.494150999999999,0.9579079999999998,0.58,0.240058,150,3172,3322
2011-12-09,winter,2011,12,0,Sabtu,Kerja,Clear,5.669151000000001,4.9577719999999985,0.695833,0.0827167,261,3359,3620
2011-12-10,winter,2011,12,0,Minggu,Libur,Clear,4.925000000000001,1.5831920000000004,0.5075,0.233221,502,2688,3190
2011-12-11,winter,2011,12,0,Senin,Libur,Clear,2.3791510000000002,0.708164,0.49,0.0665417,377,2366,2743
2011-12-12,winter,2011,12,0,Selasa,Kerja,Clear,3.201651,1.8329360000000001,0.670833,0.06345,143,3167,3310
2011-12-13,winter,2011,12,0,Rabu,Kerja,Clear,5.277499999999998,3.875108000000001,0.59,0.14055,155,3368,3523
2011-12-14,winter,2011,12,0,Kamis,Kerja,Mist + Cloudy,6.922499999999999,6.331892,0.66375,0.0609583,178,3562,3740
2011-12-15,winter,2011,12,0,Jumat,Kerja,Mist + Cloudy,11.857499999999998,11.207642,0.634167,0.268042,181,3528,3709
2011-12-16,winter,2011,12,0,Sabtu,Kerja,Mist + Cloudy,9.625,7.748450000000002,0.500417,0.260575,178,3399,3577
2011-12-17,winter,2011,12,0,Minggu,Libur,Mist + Cloudy,4.1416509999999995,0.4584860000000006,0.560833,0.243167,275,2464,2739
2011-12-18,winter,2011,12,0,Senin,Libur,Clear,3.201651,0.20821399999999812,0.58625,0.169779,220,2211,2431
2011-12-19,winter,2011,12,0,Selasa,Kerja,Clear,5.003349,2.5415779999999977,0.6375,0.172896,260,3143,3403
2011-12-20,winter,2011,12,0,Rabu,Kerja,Mist + Cloudy,10.134151,10.165963999999999,0.595417,0.0615708,216,3534,3750
2011-12-21,springer,2011,12,0,Kamis,Kerja,Mist + Cloudy,12.131651000000002,12.249122,0.858333,0.2214,107,2553,2660
2011-12-22,springer,2011,12,0,Jumat,Kerja,Mist + Cloudy,11.896651000000002,12.123986000000002,0.7575,0.047275,227,2841,3068
2011-12-23,springer,2011,12,0,Sabtu,Kerja,Clear,9.546651,8.915858,0.68625,0.274246,163,2046,2209
2011-12-24,springer,2011,12,0,Minggu,Libur,Clear,6.217499999999999,3.7499719999999996,0.5425,0.190304,155,856,1011
2011-12-25,springer,2011,12,0,Senin,Libur,Clear,4.914801000000001,2.4774260000000012,0.681304,0.155091,303,451,754
2011-12-26,springer,2011,12,1,Selasa,Libur,Clear,7.121732999999999,4.825310000000002,0.506957,0.239465,430,887,1317
2011-12-27,springer,2011,12,0,Rabu,Kerja,Mist + Cloudy,7.275,5.6237780000000015,0.7625,0.18845,103,1059,1162
2011-12-28,springer,2011,12,0,Kamis,Kerja,Clear,6.05911,2.4782839999999986,0.503913,0.293961,255,2047,2302
2011-12-29,springer,2011,12,0,Jumat,Kerja,Clear,3.6716510000000007,1.4168720000000015,0.574167,0.119412,254,2169,2423
2011-12-30,springer,2011,12,0,Sabtu,Kerja,Clear,6.648349000000001,5.041591999999998,0.636667,0.134337,491,2508,2999
2011-12-31,springer,2011,12,0,Minggu,Libur,Clear,11.27,11.331986,0.615833,0.220154,665,1820,2485
